PERSON_ID,ADDRESS_ID,PHONE_ID,EMAIL_ADDRESS_ID,ACCOUNT_NUMBER,FIRST_NAME,MIDDLE_NAME,LAST_NAME,GENDER,DATE_OF_BIRTH,PLACE_OF_BIRTH,RESIDENCE_COUNTRY_CODE,CITIZENSHIP_COUNTRY_CODE,PARTY_ID,PARTY_ADDRESS_ID,ROW_CREATED_TIMESTAMP,ROW_UPDATED_TIMESTAMP
96891577404,74107205828,31099906029,98027203844,3.56255E+15,Audy,Gina,Kassel,F,11/16/1991,Kemerovo region,7,7,13096106833,10010606054,3/23/2004 19:58,9/3/2010 11:08
53929672201,55406700321,19066900040,63041200751,5.60223E+15,Ainsley,Rosamond,Tatlock,F,6/5/1982,Chelyabinsk region,7,7,7088604151,24081509490,10/2/2013 2:28,2/12/2004 9:17
17631265807,16001409759,75032000159,29078900656,4.81287E+15,Hill,Pierce,Ruffell,M,8/17/1958,Yamalo-Nenets Autonomous Okrug,7,7,74016807603,50078203778,3/16/2002 9:45,10/24/2008 18:24
80235985809,29908501512,22007709868,63062300631,3.55242E+15,Jasmine,Betty,Woffenden,F,9/7/1960,Kursk region,7,7,51071703759,73083508311,6/16/2003 4:48,2/16/2018 18:44
12051526600,75309500860,55034202029,71021105542,6.30464E+15,Anallise,Lou,Kitchenside,F,2/19/1985,Irkutsk region,7,7,17056209130,28003365,1/3/2005 23:44,1/16/2014 16:31
59508402302,55209007686,65055004073,61067809121,3.53475E+15,Danyette,Hedda,Gatlin,F,9/16/1965,Samara Region,7,7,89009005318,94028704789,3/9/2008 12:14,2/27/2015 19:58
96610114403,77900806117,19070700459,89076302546,4.91725E+15,Hetti,Berry,Berwick,F,2/6/1961,Kostroma region,7,7,27064709406,14015800290,10/11/2013 9:28,3/1/2002 13:04
62795727006,86408305742,39091506021,54077409724,6.76394E+15,Esmaria,Kaylil,August,F,9/22/1986,Sakhalin region,7,7,22072809847,58020604623,12/3/2018 7:18,12/3/2014 18:28
26775316508,17607100511,84049300238,9025902324,5.00236E+15,Fields,Farlee,Noraway,M,8/5/1978,Magadan Region,7,7,51020600239,6009002819,10/26/2011 10:29,8/9/2017 14:02
95572220000,16009808281,25085904075,40035709702,3.56356E+15,Ingeberg,Crista,Cowill,F,1/26/1992,Voronezh region,7,7,25098205326,46054001423,10/20/2001 20:43,11/2/2002 19:54
40512861304,89702906958,67084104981,84095505501,4.90377E+17,Phyllis,Ortensia,Reavell,F,11/25/1966,Russia,7,7,11063100835,30030509295,6/6/2017 14:26,2/23/2018 17:09
1337549807,22605508209,73037703197,24048300357,3.57318E+15,Giustina,Bird,Vivyan,F,11/29/1965,Republic of Kalmykia,7,7,99036500585,42090503141,4/18/2015 17:05,1/19/2001 22:35
91674780304,37205209465,77010605027,28013806685,3.58921E+15,Elianora,Susanetta,Dollard,F,8/4/1962,Altai region,7,7,60014303469,29034901948,11/17/2001 15:12,2/26/2002 5:48
80120215208,88802704606,27012106876,85058303343,5.00236E+15,Genevra,Nydia,Storton,F,9/27/1984,The Republic of Mordovia,7,7,59067508325,77042907701,9/13/2007 14:28,12/10/2019 22:08
1877417501,67909504391,40027306313,55071109511,3.58931E+15,Ware,Shaine,Chevins,M,12/13/1986,Karachay-Cherkess Republic,7,7,9056402481,72069401136,5/5/2015 2:12,4/9/2016 4:06
66606571000,69807008118,70064303527,73031505778,3.37942E+14,Annabal,Danny,Tedorenko,F,4/17/1976,Astrakhan region,7,7,60033206884,6083007562,1/27/2010 16:09,1/4/2014 21:42
70355948608,84608308711,58044404851,33076205328,3.53663E+15,Gabriele,Julian,Petyt,M,10/20/1987,Kabardino-Balkar Republic,7,7,17004506391,84048702557,3/1/2019 0:20,3/19/2000 5:50
19846754000,13008601444,20026308940,65052807421,3.53604E+15,Sari,Korrie,Pimer,F,5/8/1994,Khabarovsk region,7,7,78051701375,85067002874,9/15/2002 21:24,7/7/2015 17:18
63907957805,25801409045,83030900480,77019600459,3.54654E+15,Jesse,Jannel,Tuma,F,10/10/1962,Chelyabinsk region,7,7,96049306450,9023807678,7/20/2015 20:38,12/5/2005 7:33
80587103402,69808305898,78000705858,58059101321,3.55018E+15,Veronike,Pammi,Weinberg,F,7/10/1968,Republic of Crimea,7,7,17006105726,36054808993,8/3/2002 3:00,6/23/2004 22:50
87925646606,53005700273,34067708306,72011107056,3.03165E+13,Eward,Malchy,Duckfield,M,3/30/1972,Samara Region,7,7,96062709239,25002806835,12/19/2013 16:06,8/29/2014 8:30
17037488302,49604400802,65018900671,21070707597,3.01953E+13,Megan,Lory,Burgisi,F,10/25/1984,Kemerovo region,7,7,88066704848,56050400754,11/9/2003 12:49,2/11/2000 9:19
16240241104,18409800959,89071608101,79025004020,6.75944E+16,Saunders,Palm,Luparti,M,12/23/1993,Oryol Region,7,7,7090108901,82026505592,7/15/2018 19:32,9/25/2012 4:49
78059279502,64701308062,27067902572,14084609284,3.56065E+15,Massimiliano,Nikita,Melarkey,M,6/15/1973,Voronezh region,7,7,70099906384,37055307833,9/21/2017 11:13,10/10/2007 19:46
5637695604,61605909254,36034803011,44066403853,5.37112E+15,Brian,Ingra,Letchmore,M,3/16/1985,Khabarovsk region,7,7,18049107246,3023307372,10/27/2012 16:20,7/14/2004 7:23
89065095601,76004603329,77014902652,74085107324,2.01481E+14,Gilda,Mireille,Neles,F,10/10/1981,The Republic of Ingushetia,7,7,89005201034,98015706816,1/8/2005 9:16,11/25/2018 16:30
36537892300,58503201920,90078602766,32063009255,3.53602E+15,Kay,Alla,Tewkesberrie,F,9/18/1978,Altai Republic,7,7,7504797,38022007597,5/15/2016 15:57,12/29/2017 2:50
92768021500,47404605563,18043205621,67087102320,3.53133E+15,Hetty,Diahann,Brodie,F,3/9/1989,Jewish Autonomous Region,7,7,63048505038,23031209028,1/11/2004 3:02,10/7/2019 13:27
61451535004,56604104782,90082007684,15023101526,3.02594E+13,Stuart,Felike,Cobb,M,1/30/1986,The Republic of Ingushetia,7,7,59044703080,41080101072,7/15/2009 18:01,12/3/2010 18:42
7873160705,52205905757,86024902504,66034802105,5.00236E+15,Vera,Laurel,Maynard,F,3/16/1957,Komi Republic,7,7,31062304921,62079302546,1/18/2002 11:37,1/26/2013 3:33
79160824809,85704402265,96009502261,39034904758,3.5613E+15,Nichols,Joshua,Funnell,M,11/5/1956,Tver region,7,7,36025708494,78029004786,4/4/2005 14:48,6/26/2009 14:25
40754919305,69404202460,10083008540,2080206249,3.04303E+13,Stephanus,Nobie,Darque,M,7/3/1986,Khabarovsk region,7,7,47016605807,8083907267,7/7/2018 17:07,1/11/2016 23:32
21823656103,11200706096,77005208333,63096802957,4.9367E+17,Alair,Lezley,Okroy,M,11/28/1972,Voronezh region,7,7,12052106682,88034902825,10/28/2012 12:33,5/2/2012 7:09
40903486608,57304602244,67023008243,93072609630,5.51555E+15,Jo-ann,Laurie,Baxter,F,9/22/1993,Chuvash Republic,7,7,2011601687,91066504874,3/27/2010 23:11,3/1/2007 21:34
56014452104,30100606790,59083605085,85079004952,6.38582E+15,Nate,Averell,London,M,10/28/1977,Sverdlovsk region,7,7,53083702274,82071001188,9/22/2001 5:03,3/23/2009 17:59
23721024708,51902005931,39052107260,63061006549,3.5814E+15,Tresa,Sarine,Sprowle,F,7/27/1967,The Republic of Karelia,7,7,51046109716,85609338,8/23/2014 14:30,9/13/2018 19:55
38307319409,25308007798,73081600344,51066403155,5.04838E+15,Marlena,Irene,Nairne,F,9/12/1974,Yamalo-Nenets Autonomous Okrug,7,7,32074108273,49048404979,3/15/2007 0:09,9/13/2013 10:05
6878195102,84609806668,41014109347,60009901382,3.53698E+15,Vinson,Fonz,Skyppe,M,4/17/1981,Irkutsk region,7,7,94002403807,43010909278,3/22/2009 1:25,6/18/2006 11:37
80092685304,72802207802,38098402528,72044205410,3.56393E+15,Cosme,Jakob,Condit,M,11/27/1974,Pskov region,7,7,2034909705,70069508552,12/30/2014 12:52,6/7/2012 21:11
42292715605,81906208697,51042604222,66070401221,5.60222E+15,Errol,Shelton,Mingame,M,9/5/1973,Zabaykalsky Krai,7,7,38043305947,40034001479,8/22/2009 19:58,8/10/2015 17:16
12234204805,83106303886,39028500883,32023808196,5.33462E+15,Melicent,Starla,Alleyne,F,2/14/1984,The Republic of Khakassia,7,7,25094800011,61021005732,9/25/2010 6:01,5/20/2000 8:41
9326709101,29906705566,28083607057,25099209367,3.53648E+15,Nobe,Joshia,Stranio,M,2/14/1966,Komi Republic,7,7,16057004769,61011907424,11/23/2009 8:47,1/17/2007 5:10
15473375607,38105701693,20065305958,25079608850,5.60222E+15,Bayard,Ram,Mamwell,M,12/17/1995,Samara Region,7,7,13096509184,89074708688,5/21/2002 7:11,1/25/2003 10:40
59930818103,21009404344,74003004122,79020401515,2.01932E+14,Melva,Nollie,Rorke,F,7/25/1980,Yaroslavl region,7,7,8019200532,13002100097,5/10/2019 17:49,5/28/2001 19:37
55519515209,41708308640,59051007422,2033306871,4.91192E+17,Leelah,Suki,Willingam,F,11/18/1984,Tomsk region,7,7,60018004811,84050004332,5/3/2014 2:45,8/17/2007 6:08
33429634401,46801008197,44088109494,45060501245,4.17501E+15,Douglass,Freddy,Grunwall,M,2/27/1956,Irkutsk region,7,7,14011001684,4028407815,12/14/2014 21:12,5/14/2008 5:10
7650590601,47709200996,86033203407,48065909744,5.42918E+15,Mina,Janifer,Wickwarth,F,10/27/1993,Karachay-Cherkess Republic,7,7,78095300042,89091304068,7/23/2017 14:34,9/30/2015 1:15
32001781400,88408309328,41018202957,24078507005,6.77184E+18,Norrie,Francine,Scoggins,F,6/17/1987,Vladimir region,7,7,84200460,91073405095,6/10/2010 21:36,7/19/2014 18:16
13423800100,47404106537,36087902740,24096202541,3.57312E+15,Forester,Stevie,Shadfourth,M,10/11/1986,Omsk region,7,7,31008808918,88003310,2/15/2002 19:41,10/10/2001 9:10
55946020602,33404601167,88004206054,82012708024,4.91708E+15,Jerrold,Lon,Vernham,M,11/29/1988,Nizhny Novgorod Region,7,7,91047508390,37071609956,4/30/2000 14:13,9/4/2012 11:32
68510823006,48508609378,31028904908,17029402973,3.56031E+15,Crissie,Fancy,Twells,F,7/12/1972,Republic of Adygea,7,7,60028003591,3018108846,2/17/2019 14:26,3/28/2004 22:07
13482283903,37906809480,26097703452,8072703663,3.55355E+15,Krysta,Lanni,Wennington,F,2/14/1993,Novgorod region,7,7,90044704833,89013803000,2/24/2016 19:30,1/23/2017 12:37
36523007206,65609901844,88050209204,76095609114,2.01751E+14,Meir,Jeffy,Saundercock,M,12/14/1984,Kursk region,7,7,94003807749,20059602470,4/6/2001 5:23,1/31/2008 7:08
67722214708,65901805183,73096303532,39041103062,6.33325E+17,Darnall,Homere,Thorneley,M,3/27/1971,Oryol Region,7,7,74022805763,29097601716,5/14/2013 22:20,7/22/2009 23:01
57400039406,33706608963,11000605708,88016604164,5.00236E+15,Whitby,Kincaid,Tellwright,M,12/13/1966,Republic of Bashkortostan,7,7,18090600475,78093908958,10/6/2006 23:04,1/30/2005 19:30
93268993801,89206601598,99092600341,47004702802,5.60221E+15,Frannie,Violetta,Mattys,F,7/5/1994,Nenets Autonomous Okrug,7,7,26010400987,10022906823,4/15/2004 0:50,8/29/2014 14:41
19018536509,88604401335,15051307188,86005202615,5.60224E+15,Oliviero,Heall,Heningam,M,7/23/1958,Irkutsk region,7,7,2096907487,84086902640,11/6/2005 12:06,2/24/2014 18:19
51516335809,83809806528,87020709642,41038003951,6.7675E+17,Cissy,Enriqueta,Majury,F,8/11/1984,Krasnodar region,7,7,59053701361,59033701726,10/11/2005 12:53,3/22/2000 16:10
9865881408,27200809913,74089905343,9029603260,5.1562E+15,Norma,Vonnie,Hourston,F,8/3/1976,Voronezh region,7,7,58057205958,48035205398,5/26/2017 11:10,1/22/2004 3:14
96982705400,66402506489,90070601179,33018701691,3.56409E+15,Celestyna,Devi,Sang,F,12/26/1976,Novosibirsk region,7,7,43048802600,31093904260,1/22/2018 5:43,7/29/2019 13:22
23055824200,83008005690,67064807022,7017004985,3.56596E+15,Madlen,Blaire,Brookes,F,5/7/1987,Arkhangelsk region,7,7,30038202436,70062100709,6/27/2013 5:20,1/18/2001 6:21
36731661301,58404200389,62027909974,67053106033,3.57759E+15,Abdul,Tobias,Barefoot,M,8/31/1988,Sevastopol,7,7,3036500193,72062401970,6/6/2001 2:35,5/11/2015 1:07
87684459504,71904107516,80066002775,44023600155,3.5571E+15,Mark,Rafaello,Glastonbury,M,2/25/1983,Rostov region,7,7,33055902952,75002206217,4/9/2003 4:58,3/2/2009 11:01
87342257104,30509805713,74029008580,61021603629,3.54348E+15,Clayton,Palm,Di Dello,M,12/23/1980,Vladimir region,7,7,16047403066,7086506152,12/16/2002 17:32,1/20/2009 1:24
67426933908,34908309163,52051502147,18022600638,3.54037E+15,Bennie,Eva,Takkos,F,4/19/1974,Voronezh region,7,7,20006104276,67001505049,2/28/2011 6:04,12/1/2007 16:06
85386226009,53103702496,89049003743,50074308688,4.04137E+12,Waylen,Reinaldo,Oller,M,7/19/1957,Oryol Region,7,7,22061405671,70016202687,3/3/2005 12:33,4/11/2001 13:22
61396455900,53907605929,21053509243,52021307371,4.90377E+18,Halli,Peggy,Birtwistle,F,10/3/1985,Kabardino-Balkar Republic,7,7,65053506476,28019704320,10/11/2011 3:06,12/11/2003 11:48
97041556504,13200605057,48075709173,96020706721,2.01924E+14,Toiboid,Berke,Sharram,M,11/9/1960,Chuvash Republic,7,7,93000906760,20059607485,3/26/2003 15:01,1/23/2012 15:26
18994171804,33004008420,19091308218,36030102564,4.0416E+12,Fannie,Shel,Moxson,F,7/26/1970,Ivanovo region,7,7,30007701145,69015901239,4/12/2015 10:29,1/17/2006 11:53
98516123901,76807204722,30088800712,98033900771,3.55776E+15,Lazar,Rene,Sambell,M,8/23/1960,Khabarovsk region,7,7,81057902891,12098602697,3/17/2018 12:36,6/10/2018 4:04
47571564103,64605409872,58006905083,83093009723,3.53021E+15,Gard,Park,Shanahan,M,11/13/1980,The Republic of Ingushetia,7,7,88091800556,3029508995,9/14/2005 5:40,5/10/2002 5:29
75997548507,66102405111,36020402375,49069907192,3.00726E+13,Ronald,Adrien,Thomen,M,1/10/1979,Karachay-Cherkess Republic,7,7,61078906884,29079409578,7/2/2011 15:48,2/8/2003 8:31
44132965400,86405601958,61022907374,82019703006,3.04764E+13,Allard,Saul,Denver,M,6/14/1972,Yaroslavl region,7,7,87001205532,28095406680,12/29/2008 18:16,12/30/2018 8:59
12444720903,75809708427,35060904071,30013401648,6.30441E+18,Sibley,Gabey,Bunney,F,4/28/1972,Moscow,7,7,1059409742,20076706469,2/22/2009 17:41,2/1/2004 8:17
39397958807,64206809173,34031504887,42003008455,5.10015E+15,Tandy,Joly,Milington,F,7/21/1973,Zabaykalsky Krai,7,7,91052505922,6076202441,10/21/2001 2:54,8/24/2014 20:03
14978165909,77609700504,69065004759,26060405933,3.57622E+15,Cherish,Aloise,Fettiplace,F,11/8/1960,Komi Republic,7,7,53064204911,80042101576,2/1/2005 13:21,12/15/2008 15:49
76651590807,27202809444,46050009352,18095509342,3.55446E+15,Angus,Martino,Serfati,M,6/14/1972,Penza region,7,7,93063805578,76070300709,5/9/2000 11:14,10/10/2016 3:53
7790231503,38505506005,70096406951,5043008452,5.61057E+16,Melli,Ellie,O'Sirin,F,8/15/1987,The Republic of Dagestan,7,7,46098904630,75083209972,2/17/2004 9:40,6/29/2002 0:20
46441639906,57206100208,49073408285,92039905398,3.5743E+15,Deny,Peggi,Lardnar,F,7/29/1992,Republic of Tatarstan,7,7,92049208540,95079200418,3/19/2005 14:46,12/20/2003 19:28
21805485705,86206700462,44059309547,96031902488,3.564E+15,Averill,Tann,Felmingham,M,2/17/1976,Kaliningrad region,7,7,81061407399,69087309852,12/6/2007 3:22,4/14/2011 20:06
877465409,81405802913,7029800124,28038909744,3.04375E+13,Horton,Gothart,Mowday,M,4/20/1982,Kurgan region,7,7,7054304318,51078709069,7/9/2019 21:08,9/22/2018 7:04
28006957202,43905807522,31020809424,41064306138,4.02648E+15,Jeff,Reamonn,Jurkiewicz,M,8/12/1960,Kurgan region,7,7,62019001384,16076301890,1/25/2000 13:52,9/28/2008 7:01
80740059009,43301307145,19053406952,79056704652,5.01825E+17,Oren,Farlie,Leroux,M,11/23/1993,Leningrad region,7,7,97000408227,20012207396,4/20/2004 1:44,9/30/2007 14:25
15794450908,31109806677,78033708769,74001104481,5.03846E+15,Innis,Karlis,Janca,M,6/7/1978,Bryansk region,7,7,32048809921,58027906190,2/10/2000 11:53,7/31/2015 1:29
27142576606,40703204903,1053106497,27045603981,3.74288E+14,Robinia,Liva,Enrdigo,F,2/10/1995,Kamchatka Krai,7,7,81064302308,24039005417,12/21/2011 5:47,6/16/2019 15:58
6168854704,24900305122,35001707610,47098108582,4.50822E+15,Chaim,Iain,Rockhill,M,1/29/1972,Tyva Republic,7,7,22031404023,28052503297,1/10/2015 1:52,11/25/2004 5:57
77392147001,87903200984,33060907207,86055006536,5.00766E+15,Birgit,Jobey,Whyatt,F,5/18/1959,Saratov region,7,7,97042409534,70090301995,4/7/2004 17:13,8/5/2007 15:22
26763976702,43400104331,41011309837,44092304473,3.55848E+15,Elana,Renate,Standing,F,6/4/1998,Kamchatka Krai,7,7,73014900442,40043002257,6/8/2013 6:00,1/7/2003 7:14
69903045700,52805804899,27099608086,75043008022,3.55308E+15,Georgette,Nelia,Llewellen,F,1/14/1973,Volgograd region,7,7,92091201126,35047101095,7/18/2016 8:15,3/17/2005 4:36
11136376107,22102801050,55037607196,54064306157,3.57372E+15,Jessy,Noemi,Miners,F,5/29/1960,Tyumen region,7,7,13025805692,38008202985,11/17/2006 9:42,11/9/2013 6:19
38665345400,13101808851,34050801798,18060108320,3.57116E+15,Edyth,Sibley,Russilll,F,1/12/1964,Amurskaya Oblast,7,7,79085406600,61092508716,2/25/2006 14:03,8/26/2006 14:52
54287418408,23200401605,98054202291,4006504578,3.55867E+15,Zsazsa,Josefina,Dignam,F,8/15/1964,Novgorod region,7,7,21039708617,38067606857,11/22/2003 14:15,1/22/2007 12:47
24570115203,19708302613,18012901754,21010300454,3.76434E+14,Christa,Susie,Carlyon,F,1/3/1999,Nizhny Novgorod Region,7,7,65068505978,18095307839,6/23/2003 4:36,8/14/2011 11:07
36658289503,78000403234,55032708904,61099306174,6.70938E+16,Shandra,Chandra,Kitteman,F,1/21/1987,Republic of North Ossetia - Alania,7,7,51008404804,57091706978,5/13/2008 5:20,3/5/2010 1:25
43929733709,40000501885,74026008346,74034000983,5.61057E+15,Allis,Kevyn,Bubear,F,4/28/1989,Irkutsk region,7,7,41045201114,79069202628,5/8/2008 0:59,10/15/2019 23:06
74375637308,66806405131,72072401574,10061504185,5.55458E+15,Caitlin,Bertha,Burdikin,F,7/7/1980,Kemerovo region,7,7,42047504660,47015600746,12/9/2018 19:56,4/24/2011 3:39
96183562408,27601605531,56030705931,8080205969,6.70964E+17,Bonnie,Hildegarde,Lyttle,F,11/3/1956,Smolensk region,7,7,53029302082,10008408412,1/28/2001 19:56,10/23/2002 23:42
2160200903,16605105115,21044707241,6086403033,3.04899E+13,Lanie,Amity,Beglin,F,5/28/1996,Kirov region,7,7,95075508039,74009606963,10/12/2001 13:37,11/21/2006 5:19
13683512908,21005608054,13006907864,39062702630,3.01352E+13,Gaye,Flore,Lindborg,F,10/25/1970,Republic of Kalmykia,7,7,40075509069,19055104889,3/23/2013 11:52,1/26/2016 18:44
38334231700,25309308912,89077402222,70045208691,3.57753E+15,Courtney,Celestyna,Braycotton,F,6/2/1978,Tyva Republic,7,7,89022001294,90040308311,8/25/2014 1:26,8/28/2001 1:06
34788726805,24402906085,13050708871,89033401167,3.05239E+13,Bobby,Trevor,Fishbourne,M,6/2/1972,Belgorod region,7,7,49082102636,3018104438,1/4/2016 22:34,7/20/2001 1:35
25845267403,12309706655,87028708694,45054306863,4.01795E+15,Tades,Tymothy,Bonnesen,M,2/19/1974,Ryazan Oblast,7,7,87038908283,83080205163,7/23/2012 16:56,4/6/2000 4:30
24167703006,32704905387,6060100132,18065001401,3.53315E+15,Goldy,Heather,Sergison,F,4/10/1983,Omsk region,7,7,99090800787,81073408192,5/28/2012 12:14,11/30/2014 2:03
30651239302,65609402302,34096202997,49080107203,3.53028E+15,Delmar,Georgie,Seacombe,M,4/23/1972,Yaroslavl region,7,7,66031403912,93066107146,7/15/2002 22:48,2/29/2008 3:41
77421670609,69605105495,57070402432,65026008730,5.60221E+15,Beale,Raymund,Scallon,M,9/11/1966,Smolensk region,7,7,92064100313,51014104549,7/8/2010 20:57,3/7/2014 9:32
68483548604,74900606379,96028400135,72033409804,3.53943E+15,Rhonda,Nona,Sherland,F,5/12/1977,Oryol Region,7,7,92607961,1000806401,12/7/2008 17:07,9/25/2019 4:07
2509690401,53908309008,11013101699,10063908982,5.43316E+15,Suzy,Paule,Mathen,F,9/7/1971,Amurskaya Oblast,7,7,76098804856,37097505939,2/7/2005 16:50,8/26/2003 0:32
59905211406,14609305569,13025806297,84096000350,5.58771E+15,Ammamaria,Selle,Abbet,F,4/8/1963,St. Petersburg,7,7,28011807866,51063306476,6/22/2012 17:39,3/9/2008 23:40
43257748900,18904005986,52079705727,12020006222,2.01891E+14,Dolorita,Valenka,Syphus,F,11/29/1959,Sakhalin region,7,7,98099604758,1037506078,11/7/2002 9:47,6/28/2007 16:24
23980513400,12008904232,75078702882,97023309129,3.01545E+13,Donnell,Dru,Rickhuss,M,3/7/1961,Republic of Crimea,7,7,28023904328,5011404590,6/16/2012 8:45,10/1/2005 5:18
