ADDRESS_ID,ADDRESS_TYPE,BUILDING_NUMBER,BLOCK_NAME,ADDRESS_LINE1,ADDRESS_LINE2,STREET_NAME,CITY_NAME,STATE_NAME,POSTAL_CODE,COUNTRY_CODE,ROW_CREATED_TIMESTAMP,ROW_UPDATED_TIMESTAMP
25088146709,Gaurdian_Non-Nat,0,6 Rowland Road,0 Larry Junction,Road,Hovrino,Timashevsk,Mordovia,159000,RU,1/30/2018 19:04,4/27/2018 0:07
87941216201,Other_Non-Nat,18,0889 Colorado Park,0 Bluejay Street,Lane,Tekstil'shhiki,Zheleznovodsk,Kabardino-Balkar,484000,RU,7/8/2006 4:27,5/4/2019 22:12
48750837000,Work_Non-Nat,9352,24 Thierer Lane,094 Meadow Ridge Park,Place,Ostankinskoe,Volkhov,Karachay-Cherkess,180000,RU,10/5/2015 0:13,5/18/2020 3:23
23676803503,Gaurdian_Nat,5529,7 Calypso Crossing,81 Little Fleur Hill,Parkway,Poselenie Kokoshkino,Volgodonsk,Kalmykia,163000,RU,5/8/2010 7:08,1/20/2017 7:21
26332099603,Other_Nat,5507,6052 Bluejay Way,29905 Delaware Plaza,Street,Izmajlovo,Vel’ye,Mordovia,424000,RU,12/16/2003 0:41,11/18/2018 23:49
12980905407,Gaurdian_Nat,2,30630 Barnett Terrace,8 Cordelia Pass,Center,Birjulevo Zapadnoe,Borzya,Bashkortostan,359000,RU,11/30/2014 8:23,8/5/2019 17:50
88928049208,Home_Citzn,3268,447 Judy Crossing,12657 Lillian Parkway,Crossing,Sokol'niki,Mayskiy,Karachay-Cherkess,511000,RU,9/10/2013 9:42,6/20/2020 18:47
99636012305,Gaurdian_Nat,68,03222 Crest Line Avenue,7 Quincy Crossing,Lane,Gol'janovo,Elektrogorsk,Chechnya,445000,RU,1/7/2005 15:43,7/18/2020 18:55
50456422305,Home_Citzn,12066,243 Shopko Place,89754 Carioca Pass,Circle,Nagatinskij Zaton,Shatura,Bashkortostan,496000,RU,4/22/2011 2:45,9/29/2017 16:46
24645328403,Other_Non-Nat,727,83 Amoth Pass,62 Kennedy Pass,Trail,Vyhino-Zhulebino,Chusovoy,Tuva,649000,RU,11/10/2020 2:25,7/5/2019 15:37
58290264703,Work_Nat,8563,8 Bultman Circle,5159 New Castle Trail,Road,Hovrino,Tuymazy,Altai,297000,RU,5/2/2007 8:05,3/16/2018 8:41
48177054609,Gaurdian_Nat,4260,671 Hauk Lane,3331 Morning Crossing,Point,Severnoe,Berëzovskiy,Kalmykia,194000,RU,12/6/2002 4:43,7/15/2017 21:02
7829362808,Other_Non-Nat,287,68463 Meadow Vale Place,495 Fremont Hill,Avenue,Poselenie Rjazanovskoe,Lytkarino,Ingushetia,334000,RU,2/2/2005 22:03,6/9/2020 10:26
3301412306,Other_Non-Nat,4,0329 Pleasure Lane,55952 Gerald Parkway,Circle,Otradnoe,Bol’shaya Martynovka,North-Ossetia-Alania,511000,RU,8/22/2006 6:25,7/7/2019 1:43
31735403100,Work_Nat,7,93319 Harper Crossing,3003 Dorton Center,Road,Kosino-Uhtomskoe,Serdobsk,Bashkortostan,963000,RU,12/11/2005 17:46,12/19/2020 16:51
45251575805,Home_Citzn,3366,0153 Schlimgen Pass,0 Arizona Center,Alley,Caricyno,Varygino,Buryat,357000,RU,3/28/2003 22:00,10/10/2019 9:15
74062997906,Gaurdian_Non-Nat,1087,5 Sachs Point,9 Monument Way,Place,Kotlovka,Kuybyshevo,North-Ossetia-Alania,841000,RU,12/25/2020 2:37,1/8/2019 17:39
35487595201,Home_Res,5,661 Bartillon Parkway,0 Buhler Place,Crossing,Hamovniki,Kuybyshev,Adygey,374000,RU,7/9/2016 8:12,8/2/2017 7:03
41703163004,Home_Res,6,0 Fair Oaks Junction,21890 Moulton Avenue,Road,Vojkovskoe,Nazarovo,Karelia,268000,RU,9/17/2014 4:52,9/24/2020 16:10
29247859502,Gaurdian_Non-Nat,72016,17 Russell Lane,70 Rusk Circle,Pass,Filevskij Park,Kresty,Karachay-Cherkess,711000,RU,3/29/2004 2:11,11/1/2018 7:03
25068219700,Work_Nat,8,74 Village Green Circle,2063 Namekagon Terrace,Plaza,Akademicheskoe,Rybinsk,Kalmykia,147000,RU,1/23/2000 6:50,5/14/2018 12:51
79454483408,Home_Citzn,52,0485 Corscot Junction,15921 Pearson Court,Road,Kon'kovo,Gorodets,Khakass,163000,RU,12/21/2009 20:41,3/6/2020 7:05
30603575306,Gaurdian_Non-Nat,59643,96486 Lake View Road,545 Kensington Way,Place,Caricyno,Irbit,Kabardino-Balkar,259000,RU,4/29/2020 12:03,12/29/2019 9:06
1196022601,Gaurdian_Nat,9,30 Redwing Junction,15330 Longview Junction,Junction,Mitino,Bolgatovo,Khakass,311000,RU,12/30/2016 4:43,4/28/2020 0:00
37129459202,Work_Nat,9798,18388 Dahle Lane,057 Sachtjen Avenue,Pass,Bibirevo,Kirishi,Chuvash,351000,RU,8/11/2012 23:33,12/7/2019 4:11
33659570409,Work_Nat,2797,8 Debra Avenue,3485 Pawling Point,Trail,Dmitrovskoe,Noginsk,Buryat,385000,RU,11/10/2019 23:24,12/22/2019 22:41
78165428905,Work_Non-Nat,255,92862 Mallard Crossing,40715 Butternut Park,Hill,Troparevo-Nikulino,Guryevsk,Kalmykia,180000,RU,10/26/2015 4:01,3/18/2019 22:44
9835324000,Other_Non-Nat,48,3 Service Way,94587 Huxley Trail,Way,Severnoe Tushino,Mostishche,Chechnya,879000,RU,8/12/2017 8:08,2/21/2020 15:29
9180481205,Home_Citzn,3,608 Ryan Junction,09 Summer Ridge Park,Junction,Poselenie Voronovskoe,Magnitogorsk,Karachay-Cherkess,180000,RU,1/10/2019 9:55,11/8/2017 17:38
41170183209,Gaurdian_Non-Nat,9464,13710 Mcbride Street,128 Hazelcrest Parkway,Hill,Juzhnoe Tushino,Bratsk,Tatarstan,101000,RU,1/4/2019 23:21,10/19/2020 5:37
31610809701,Gaurdian_Nat,996,7 Kensington Place,8 Veith Street,Street,Cheremushki,Ufa,North-Ossetia-Alania,857000,RU,4/19/2000 11:39,4/15/2018 8:56
85583164202,Work_Nat,10756,71364 Clove Trail,9418 Marcy Parkway,Parkway,Presnenskoe,Anapa,Udmurt,176000,RU,9/2/2016 22:34,1/20/2017 11:13
74148260900,Home_Res,7,3 Trailsway Parkway,56 Evergreen Place,Avenue,Poselenie Moskovskij,Novokuznetsk,Bashkortostan,264000,RU,8/3/2018 6:43,9/24/2017 0:29
68675161104,Work_Nat,14,0744 David Circle,8 Hollow Ridge Parkway,Circle,Prospekt Vernadskogo,Yelabuga,Chuvash,558000,RU,7/16/2018 22:18,12/19/2019 11:56
5886496600,Other_Non-Nat,7666,57 Onsgard Street,415 Maple Point,Place,Molzhaninovskoe,Uspenskoye,Bashkortostan,333000,RU,7/24/2020 17:57,8/11/2019 7:18
42018690901,Gaurdian_Nat,312,751 Erie Road,28 Becker Trail,Avenue,Sviblovo,Nizhnekamsk,Khakass,153000,RU,7/9/2011 3:39,10/18/2020 19:24
82992045108,Home_Res,79,489 Mendota Terrace,62 Park Meadow Pass,Parkway,Hovrino,Il’inskoye,Mordovia,674000,RU,4/15/2009 9:58,5/17/2020 7:37
96705799405,Home_Res,4,664 Arkansas Trail,93436 Vidon Center,Place,Strogino,Leninsk-Kuznetskiy,Adygey,841000,RU,10/1/2018 8:32,10/29/2017 18:18
23911504203,Work_Non-Nat,32663,6470 Bluestem Circle,15 Farwell Avenue,Point,Nagatinskij Zaton,Vladivostok,Sakha,852000,RU,12/15/2018 8:23,10/6/2018 23:58
32309431407,Work_Non-Nat,61335,4 Manley Alley,5514 Victoria Road,Park,Ajeroport,Staraya Russa,Tatarstan,946000,RU,4/2/2016 3:52,12/24/2020 6:51
13591675905,Home_Res,7081,7 Iowa Trail,4536 Tony Street,Terrace,Nagatinskij Zaton,Velikiye Luki,Chechnya,963000,RU,8/19/2013 21:46,10/4/2017 5:08
5078297501,Work_Non-Nat,5282,2 Roxbury Place,38897 Oneill Hill,Avenue,Horoshevo-Mnevniki,Chelyabinsk,Udmurt,160000,RU,11/26/2020 20:49,12/16/2020 5:07
23741370301,Home_Res,6550,9112 Gale Alley,52036 Atwood Alley,Terrace,Begovoe,Urus-Martan,Altai,385000,RU,11/2/2016 10:33,9/21/2020 10:44
49765621007,Work_Non-Nat,17282,380 Holmberg Avenue,5866 Crescent Oaks Terrace,Trail,Poselenie Shhapovskoe,Ramenskoye,Mordovia,338000,RU,1/1/2006 2:01,1/24/2019 2:28
7272324600,Gaurdian_Non-Nat,5,90 Di Loreto Drive,084 5th Trail,Park,Sokol'niki,Serov,Sakha,985000,RU,5/30/2003 1:56,11/19/2017 23:37
12147128708,Work_Nat,55,60 Garrison Park,01 Stang Crossing,Crossing,Poselenie Rogovskoe,Yelizovo,Dagestan,228000,RU,5/30/2011 1:28,9/8/2017 16:03
30470453005,Gaurdian_Non-Nat,2934,96150 Coleman Lane,468 Jackson Alley,Terrace,Solncevo,Nyagan,Karelia,158000,RU,6/18/2009 20:34,8/25/2019 19:31
99366098008,Gaurdian_Non-Nat,16,8050 John Wall Point,4493 Drewry Crossing,Junction,Poselenie Voronovskoe,Kamensk-Shakhtinskiy,Karelia,777000,RU,7/15/2008 20:52,3/1/2018 6:33
47504458207,Work_Non-Nat,577,342 Garrison Avenue,73237 Emmet Center,Circle,Chertanovo Juzhnoe,Zavodoukovsk,Ingushetia,167000,RU,4/30/2018 21:35,9/9/2017 20:12
53908825603,Work_Nat,4243,498 Jay Point,7 Weeping Birch Circle,Road,Moskvorech'e-Saburovo,Bol’shaya Martynovka,Karelia,634000,RU,2/12/2008 23:48,3/31/2019 15:15
6299622109,Gaurdian_Non-Nat,7521,0976 Farwell Street,9 Meadow Valley Lane,Crossing,Veshnjaki,Yanaul,Buryat,160000,RU,2/13/2017 21:59,1/11/2019 11:42
10558608501,Gaurdian_Nat,975,89 Swallow Plaza,3 Reindahl Trail,Crossing,Gol'janovo,Rzhev,Chuvash,167000,RU,2/22/2006 22:12,5/22/2018 18:55
53063316405,Home_Citzn,276,3852 Meadow Valley Way,033 Loftsgordon Point,Junction,Novogireevo,Svetlyy,Buryat,667000,RU,4/6/2002 17:23,6/22/2017 9:00
83597805208,Work_Non-Nat,27,69 Fordem Way,93 Sommers Hill,Pass,Poselenie Pervomajskoe,Tomsk,Udmurt,411000,RU,4/23/2017 6:06,2/26/2018 0:07
53833868105,Home_Citzn,82,17873 Birchwood Crossing,1 Utah Place,Hill,Lianozovo,Kropotkin,Karelia,351000,RU,3/22/2007 3:53,3/8/2017 15:25
35693850708,Other_Non-Nat,9,296 4th Parkway,4 Prairie Rose Place,Hill,Birjulevo Vostochnoe,Sebezh,Chechnya,180000,RU,7/17/2013 4:43,11/26/2019 0:19
68889637408,Home_Citzn,5,9 Roxbury Way,909 Eliot Park,Center,Cheremushki,Kinel,Mari EL,147000,RU,8/20/2013 16:21,3/26/2018 20:08
71054870003,Work_Nat,7610,9978 7th Avenue,434 Luster Lane,Lane,Birjulevo Vostochnoe,Kovrov,Adygey,875000,RU,2/16/2002 8:27,4/11/2018 13:40
22761125605,Other_Nat,44624,0 Lawn Terrace,05 Artisan Alley,Place,Poselenie Marushkinskoe,Neman,Adygey,311000,RU,3/8/2016 19:01,3/24/2019 6:21
80672782808,Other_Nat,20445,980 Novick Hill,07928 Lerdahl Way,Parkway,Kuz'minki,Tsimlyansk,Buryat,279000,RU,3/7/2011 20:21,3/5/2020 12:34
22337729504,Work_Nat,718,834 4th Court,26 Duke Pass,Circle,Poselenie Desjonovskoe,Bagayevskaya,Tuva,297000,RU,4/25/2006 17:14,5/12/2018 1:14
11762256609,Work_Nat,654,94 Northview Parkway,4745 Maple Wood Parkway,Point,Kosino-Uhtomskoe,Belaya Kalitva,Buryat,166000,RU,6/20/2008 5:26,4/24/2020 14:51
26496060601,Gaurdian_Non-Nat,612,642 Milwaukee Center,13442 Grasskamp Center,Way,Bibirevo,Kstovo,Mari EL,180000,RU,9/3/2003 8:37,4/14/2020 2:46
81910565000,Gaurdian_Non-Nat,3416,2 Anderson Plaza,2 East Lane,Avenue,Vyhino-Zhulebino,Igra,Sakha,424000,RU,6/1/2005 2:09,12/30/2018 23:02
77751548307,Other_Non-Nat,86,70 Laurel Plaza,4549 Sage Park,Terrace,Poselenie Kokoshkino,Otradnyy,Bashkortostan,985000,RU,1/25/2013 22:19,11/27/2020 13:09
77408363602,Gaurdian_Non-Nat,52,9 Golf View Pass,66291 Reinke Alley,Alley,Cheremushki,Bagrationovsk,Chuvash,496000,RU,8/21/2004 20:10,3/25/2019 23:59
48881450705,Gaurdian_Nat,55105,83246 Oxford Plaza,01359 Colorado Junction,Drive,Lianozovo,Omsk,Tuva,334000,RU,3/28/2000 2:39,3/19/2019 7:15
85794051300,Home_Res,43,3320 Merry Point,43249 Pearson Avenue,Junction,Arbat,Volzhsk,Bashkortostan,649000,RU,7/7/2020 22:21,4/24/2017 23:22
