BUSINESS_ID,ACCOUNT_NUMBER,PERSON_ID,BUSINESS_ROLE_TYPE,SOURCE_USER_ID,POSITION_FLAG,ROW_CREATED_TIMESTAMP,ROW_UPDATED_TIMESTAMP
59286691403,6.33E+18,17631265807,Founder,81040304674,CEO,3/16/2002 9:45,2/12/2016 0:50
46347625905,3.57E+15,80235985809,Operations,26037701870,CFO,6/16/2003 4:48,5/21/2018 10:57
2801902200,3.57E+15,12051526600,Director,6030709556,CFO,1/3/2005 23:44,5/22/2017 17:45
67392821209,3.55E+15,59508402302,Founder,8023004999,Accountant,3/9/2008 12:14,5/15/2020 23:44
30030038100,3.53E+15,96610114403,Operations,93095309454,President,10/11/2013 9:28,4/17/2016 10:16
26580343206,5.01E+15,62795727006,Manager,71010802883,Senior Manager,12/3/2018 7:18,9/8/2018 6:13
41964263502,4.04E+15,26775316508,Executive,35091202848,Finance Manager,10/26/2011 10:29,7/1/2017 3:36
5467068904,3.57E+15,95572220000,Field Work,99024206435,Finance Manager,10/20/2001 20:43,10/29/2017 11:48
1187055603,5.01E+15,40512861304,Executive,92040202289,President,6/6/2017 14:26,9/29/2016 8:20
63144407609,3.53E+15,1337549807,Security,24054207008,Finance Manager,4/18/2015 17:05,10/16/2017 0:26
9873345104,5.41E+15,91674780304,Production,27080400251,Vice-President,11/17/2001 15:12,3/24/2019 22:24
87667443805,3.38E+14,80120215208,Operations,32050802842,Product Manager,9/13/2007 14:28,1/20/2019 3:10
81352794903,5.60E+18,1877417501,Director,73045608989,CEO,5/5/2015 2:12,12/27/2017 7:45
76722533306,4.04E+12,66606571000,Production,76043007413,Marketing Manager,1/27/2010 16:09,6/8/2019 0:29
53942410203,3.53E+15,70355948608,Director,65052103587,Human Resource Manager,3/1/2019 0:20,7/1/2020 13:19
92628267405,3.55E+15,19846754000,Production,30014801460,Administrative Assistant,9/15/2002 21:24,2/13/2020 15:18
73516051703,5.61E+15,63907957805,Director,19016209638,Sales Executive,7/20/2015 20:38,1/10/2017 17:30
57631427201,3.53E+15,80587103402,Director,16075808468,Vice-President,8/3/2002 3:00,6/27/2019 18:47
48001327907,3.38E+14,87925646606,Manager,2030400791,Human Resource Manager,12/19/2013 16:06,12/19/2019 23:32
37578901901,3.56E+15,17037488302,Founder,56008200850,Sales Executive,11/9/2003 12:49,1/13/2020 23:33
44124129602,3.58E+15,16240241104,Executive,52078504273,CFO,7/15/2018 19:32,7/30/2018 13:48
16545939301,3.57E+15,78059279502,Production,84079807461,Administrative Assistant,9/21/2017 11:13,4/18/2016 10:23
10319698100,3.79E+14,5637695604,Production,16044102740,Senior Manager,10/27/2012 16:20,2/26/2017 6:56
33856696206,5.89E+18,89065095601,Production,19096409459,CTO,1/8/2005 9:16,10/30/2018 2:32
94019295702,3.56E+15,36537892300,Executive,22090704962,Administrative Assistant,5/15/2016 15:57,9/15/2016 13:27
14637968406,3.56E+15,92768021500,Founder,97051302749,Senior Manager,1/11/2004 3:02,12/20/2020 18:24
43299346407,5.60E+18,61451535004,Field Work,11033006246,CFO,7/15/2009 18:01,3/19/2016 13:56
47623438200,3.59E+15,7873160705,Production,72032601012,Senior Manager,1/18/2002 11:37,6/4/2018 0:59
62589013502,3.56E+15,79160824809,Operations,18077001800,Executive Assistant,4/4/2005 14:48,3/31/2019 9:17
77163950902,5.02E+17,40754919305,Production,15068305529,Vice-President,7/7/2018 17:07,4/5/2016 13:49
81858812305,5.60E+15,21823656103,Director,38016308527,Sales Executive,10/28/2012 12:33,8/1/2016 5:42
44103410104,3.58E+15,40903486608,Production,59024906324,Finance Manager,3/27/2010 23:11,5/20/2019 9:29
53103830108,3.57E+15,56014452104,Director,97055700055,Senior Manager,9/22/2001 5:03,11/6/2019 23:57
15125439206,3.54E+15,23721024708,Manager,88023703384,Administrative Assistant,8/23/2014 14:30,3/30/2020 23:56
64744617408,2.02E+14,38307319409,Field Work,40093302407,Finance Manager,3/15/2007 0:09,5/5/2020 17:04
18202337007,3.58E+15,6878195102,Manager,36018704454,Human Resource Manager,3/22/2009 1:25,11/18/2018 22:57
54611134806,3.54E+15,80092685304,Security,42046601410,CFO,12/30/2014 12:52,9/1/2020 5:57
46478011404,5.60E+17,42292715605,Operations,5092407128,CTO,8/22/2009 19:58,5/21/2020 6:39
59429210400,4.04E+12,12234204805,Executive,93061906240,Administrative Assistant,9/25/2010 6:01,2/16/2016 4:23
23858454007,3.56E+15,9326709101,Manager,62081508056,Finance Manager,11/23/2009 8:47,2/2/2019 13:48
62843670900,3.43E+14,15473375607,Founder,88015209075,Executive Assistant,5/21/2002 7:11,8/1/2018 20:54
82902919104,5.01E+15,59930818103,Production,54085307110,CTO,5/10/2019 17:49,12/22/2019 21:26
5781287506,3.53E+15,55519515209,Security,74049702301,Finance Manager,5/3/2014 2:45,10/14/2020 14:36
62094135600,5.60E+15,33429634401,Founder,50045100899,Product Manager,12/14/2014 21:12,5/31/2018 0:24
55784128802,3.61E+13,7650590601,Production,77083809776,Human Resource Manager,7/23/2017 14:34,3/30/2016 23:59
94730614603,3.57E+15,32001781400,Production,90074204768,CEO,6/10/2010 21:36,8/6/2016 9:14
98883625500,2.02E+14,13423800100,Manager,36039005276,Product Manager,2/15/2002 19:41,3/23/2019 21:42
75188767807,4.94E+17,55946020602,Director,20072409735,President,4/30/2000 14:13,3/27/2018 19:33
9203396907,3.03E+13,68510823006,Executive,67098700747,Vice-President,2/17/2019 14:26,4/14/2018 19:23
18655031206,3.56E+15,13482283903,Manager,87048608846,Product Manager,2/24/2016 19:30,8/20/2019 8:02
13060234400,2.02E+14,36523007206,Executive,99022205489,Vice-President,4/6/2001 5:23,7/20/2016 13:14
95263500409,3.56E+15,67722214708,Field Work,2087303079,Accountant,5/14/2013 22:20,10/21/2018 12:27
58135181304,5.61E+17,57400039406,Founder,26043407184,Human Resource Manager,10/6/2006 23:04,11/18/2019 15:31
7510117003,5.60E+15,93268993801,Founder,68036004827,CTO,4/15/2004 0:50,4/28/2017 6:54
43347076906,5.01E+15,19018536509,Director,79014107187,President,11/6/2005 12:06,10/13/2016 10:00
47517890900,5.02E+16,51516335809,Executive,56095106379,CEO,10/11/2005 12:53,2/3/2019 5:34
61440584000,3.56E+15,9865881408,Executive,60043308947,Human Resource Manager,5/26/2017 11:10,8/30/2018 5:40
25163430207,5.60E+15,96982705400,Executive,24048308884,Sales Executive,1/22/2018 5:43,1/19/2021 2:39
55502027501,3.05E+13,23055824200,Director,53015600882,Senior Manager,6/27/2013 5:20,6/22/2018 9:31
47593832407,3.56E+15,36731661301,Director,71090505664,Accountant,6/6/2001 2:35,9/26/2017 13:35
85096490104,4.84E+15,87684459504,Field Work,39037309773,Administrative Assistant,4/9/2003 4:58,11/19/2016 9:23
1932394000,4.04E+12,87342257104,Manager,41072508137,CFO,12/16/2002 17:32,3/9/2019 13:38
56326364700,3.54E+15,67426933908,Security,37078404617,CTO,2/28/2011 6:04,10/17/2020 11:24
44254697102,6.76E+18,85386226009,Director,75029500714,Senior Manager,3/3/2005 12:33,11/10/2019 7:30
83528663200,3.53E+15,61396455900,Security,47059907471,Vice-President,10/11/2011 3:06,10/28/2017 1:08
80463892805,5.11E+15,97041556504,Operations,60037607562,CTO,3/26/2003 15:01,8/3/2017 10:57
52546223206,3.02E+13,18994171804,Founder,86069803233,Finance Manager,4/12/2015 10:29,4/7/2018 12:00
18258159009,6.33E+17,98516123901,Director,73018107324,Marketing Manager,3/17/2018 12:36,4/18/2020 19:46
13648981404,3.58E+15,47571564103,Field Work,81041601552,Administrative Assistant,9/14/2005 5:40,4/24/2018 2:05
17754296600,5.01E+15,75997548507,Director,82062809873,CTO,7/2/2011 15:48,11/15/2020 22:50
19512746306,5.05E+15,44132965400,Field Work,7077501112,CFO,12/29/2008 18:16,11/12/2018 19:38
37743972306,3.75E+14,12444720903,Founder,61067806647,CTO,2/22/2009 17:41,12/12/2018 11:15
14063989609,3.57E+15,39397958807,Operations,62072508139,Marketing Manager,10/21/2001 2:54,1/2/2021 17:23
81957308009,2.02E+14,14978165909,Founder,71071808295,President,2/1/2005 13:21,2/16/2019 4:29
54946069808,5.10E+15,76651590807,Director,3037808978,Senior Manager,5/9/2000 11:14,7/19/2018 20:45
72649576901,4.94E+15,7790231503,Security,73029901994,CTO,2/17/2004 9:40,3/3/2019 3:30
13350975200,3.54E+15,46441639906,Executive,37032102116,Marketing Manager,3/19/2005 14:46,11/13/2020 18:06
4384653402,5.41E+15,21805485705,Field Work,57025401323,CFO,12/6/2007 3:22,4/8/2016 5:07
71840768609,3.03E+13,877465409,Production,12092305129,CEO,7/9/2019 21:08,6/3/2019 14:09
32670276901,5.58E+15,28006957202,Manager,15044503175,Sales Executive,1/25/2000 13:52,5/20/2018 21:02
17402232303,3.55E+15,80740059009,Production,35059802403,Finance Manager,4/20/2004 1:44,7/18/2020 15:52
96478645105,6.33E+17,15794450908,Executive,91063901523,Human Resource Manager,2/10/2000 11:53,3/29/2019 5:44
28679676501,3.02E+13,27142576606,Field Work,52081003694,President,12/21/2011 5:47,6/15/2016 14:37
84095490500,6.76E+15,6168854704,Security,16062001701,Senior Manager,1/10/2015 1:52,7/30/2020 12:49
61489498507,3.56E+15,77392147001,Manager,16071705790,CFO,4/7/2004 17:13,2/29/2020 20:59
93387823600,3.04E+13,26763976702,Operations,17016404060,Finance Manager,6/8/2013 6:00,9/25/2017 12:03
70394596800,4.92E+15,69903045700,Manager,55039500734,Executive Assistant,7/18/2016 8:15,4/1/2017 17:58
93902895604,3.58E+15,11136376107,Field Work,17024609947,President,11/17/2006 9:42,4/11/2016 8:56
79978678702,4.18E+15,38665345400,Operations,13088203394,Executive Assistant,2/25/2006 14:03,1/6/2020 20:11
4710948003,3.56E+15,54287418408,Field Work,2046404627,Finance Manager,11/22/2003 14:15,12/5/2017 19:08
9086672909,3.55E+15,24570115203,Director,5055505277,Vice-President,6/23/2003 4:36,8/3/2016 2:54
30236086807,3.58E+15,36658289503,Field Work,81031209939,CEO,5/13/2008 5:20,4/27/2019 17:52
8774199801,4.18E+15,43929733709,Production,21054208055,Finance Manager,5/8/2008 0:59,2/7/2016 17:30
21783787703,5.04E+17,74375637308,Security,69082309442,Finance Manager,12/9/2018 19:56,6/10/2017 20:44
84481515805,4.04E+12,96183562408,Manager,20018407254,CFO,1/28/2001 19:56,1/1/2020 2:04
27284638204,3.55E+15,2160200903,Security,3058500186,Vice-President,10/12/2001 13:37,5/10/2016 3:16
16710088701,5.38E+15,13683512908,Manager,74040208213,Accountant,3/23/2013 11:52,2/19/2017 13:26
85424050800,6.76E+18,38334231700,Director,96038604779,Human Resource Manager,8/25/2014 1:26,4/30/2016 12:09
97720458805,4.91E+15,34788726805,Executive,49082108177,Sales Executive,1/4/2016 22:34,2/6/2016 23:11
55089872508,3.04E+13,25845267403,Operations,7074708350,Finance Manager,7/23/2012 16:56,2/12/2020 21:16
76644910700,5.00E+15,24167703006,Founder,84020005734,Sales Executive,5/28/2012 12:14,2/11/2017 21:35
35420874400,4.91E+15,30651239302,Manager,94038707202,Finance Manager,7/15/2002 22:48,4/21/2016 4:21
13613251708,3.55E+15,77421670609,Field Work,85089406867,Sales Executive,7/8/2010 20:57,7/13/2018 3:56
92714033908,6.77E+16,68483548604,Production,41061408949,CFO,12/7/2008 17:07,4/21/2016 15:06
17614855407,3.54E+15,2509690401,Production,91024204647,Marketing Manager,2/7/2005 16:50,3/22/2018 23:53
15143581606,3.54E+15,59905211406,Founder,25059909430,Product Manager,6/22/2012 17:39,8/24/2019 17:55
84442662506,3.54E+15,43257748900,Operations,67005603960,CEO,11/7/2002 9:47,9/16/2020 15:24
44358795703,3.58E+15,23980513400,Founder,40067608781,Executive Assistant,6/16/2012 8:45,2/14/2019 23:12
27143372807,6.77E+15,84944488200,Executive,53092908922,Marketing Manager,11/19/2017 20:59,11/9/2019 6:13
30380042305,6.33E+15,11841963101,Manager,46058105450,Marketing Manager,2/22/2019 15:30,6/18/2016 0:12
25248257306,3.01E+13,11612428300,Founder,85031908929,CFO,12/17/2004 9:49,1/23/2016 10:18
41245844606,5.60E+15,80085876001,Founder,78058601868,CTO,12/29/2011 11:02,11/2/2019 10:57
23167215803,6.71E+16,11953175900,Manager,83016502411,Marketing Manager,9/14/2003 13:21,11/4/2019 18:42
22823602900,5.00E+15,66556909600,Founder,28032507389,Accountant,9/2/2019 11:21,12/16/2020 2:21
4127717506,6.30E+16,52129830700,Manager,11024000301,Administrative Assistant,9/19/2013 20:24,10/25/2016 5:57
26849064509,3.03E+13,6071385506,Founder,60070407619,Senior Manager,3/28/2004 10:53,7/17/2019 18:48
89580453700,3.55E+15,19736215303,Security,47096205149,Product Manager,4/24/2013 7:21,3/20/2018 14:46
42619358408,3.58E+15,35186247902,Director,34054609473,Accountant,10/22/2003 8:24,1/1/2018 10:42
65789499500,4.91E+17,92695860006,Director,39097104333,Product Manager,4/1/2019 10:24,12/9/2018 14:58
76765352505,3.74E+14,96772113105,Founder,1034304384,Senior Manager,5/20/2013 0:45,11/18/2018 10:57
24118112107,3.58E+15,56691043301,Field Work,19053908878,Administrative Assistant,4/26/2017 13:42,3/13/2019 13:21
17209957209,3.56E+15,18680817601,Founder,13041803009,CTO,11/10/2007 1:50,6/25/2019 0:00
77039671703,3.54E+15,45263302506,Production,40056105167,CFO,6/22/2002 2:05,5/22/2020 15:11
6442426800,5.60E+16,32666296908,Director,10017402196,Sales Executive,6/1/2011 23:27,6/22/2017 15:48
48917359307,3.56E+15,30079877706,Founder,99083503136,Executive Assistant,2/19/2014 1:17,6/27/2020 12:39
65203281406,2.02E+14,73544569304,Operations,8029904972,Vice-President,6/13/2000 3:05,6/15/2016 0:00
31176300704,5.61E+15,14978889103,Executive,5044608077,Executive Assistant,12/16/2016 23:40,12/15/2019 6:00
87503994602,3.00E+13,29462561907,Security,4034707622,Executive Assistant,3/20/2000 7:49,5/15/2016 23:57
64830434104,3.74E+14,79336332000,Field Work,99017600878,Administrative Assistant,9/30/2009 5:50,7/18/2019 8:12
3606692200,6.76E+16,21132563102,Operations,54067807193,Administrative Assistant,3/24/2014 14:28,5/3/2018 10:35
74508170800,6.76E+16,50018862905,Director,38057405315,Sales Executive,10/18/2009 1:55,12/28/2016 15:05
27509537203,3.38E+14,74330951001,Operations,65022003439,Sales Executive,1/14/2008 0:28,11/5/2017 6:07
25265416809,3.57E+15,18149389203,Founder,46041701589,CEO,9/27/2013 21:25,10/23/2017 6:50
84574687105,5.60E+15,8550129000,Field Work,44037306160,Senior Manager,12/7/2010 11:25,9/3/2018 5:36
75349829001,4.91E+18,79837034104,Security,27073902690,CTO,6/26/2007 19:11,8/18/2017 2:59
68232919508,3.58E+15,24387895507,Field Work,32026906164,CTO,1/20/2010 6:34,6/20/2020 11:50
68789336303,4.04E+15,4728616700,Director,32015806734,Marketing Manager,6/12/2012 20:48,7/21/2018 22:56
96808278709,5.60E+15,16168904600,Production,34069100679,Accountant,7/17/2009 6:08,10/29/2018 5:22
50628078705,3.56E+15,19829078000,Security,63077909608,Product Manager,12/14/2011 7:23,3/13/2017 21:31
37637421203,6.76E+16,45425333600,Manager,23060000198,Senior Manager,11/24/2003 5:33,1/14/2017 8:11
39261450909,2.02E+14,54644255305,Founder,26087100409,Finance Manager,6/18/2005 13:56,11/22/2017 12:08
47022400408,2.02E+14,60820860802,Field Work,72022802122,CFO,5/17/2011 10:24,11/29/2017 4:04
90656887300,5.60E+15,4364483403,Executive,68018106855,Finance Manager,3/20/2012 4:57,12/25/2019 18:09
81436542801,6.30E+17,59585416009,Founder,11055003634,CFO,1/3/2019 5:49,7/8/2018 3:02
95186327301,5.00E+15,67010969103,Manager,56024702552,President,1/1/2015 6:53,4/18/2018 23:07
76125428200,4.91E+15,67106982101,Production,40009806464,CTO,4/6/2002 20:23,11/22/2017 8:26
89867566608,6.33E+18,30467884600,Field Work,34067700906,Sales Executive,10/7/2011 18:07,8/21/2018 19:32
52126803100,6.76E+18,41739440200,Director,85074600904,Accountant,6/28/2015 16:07,6/7/2018 7:18
39135616009,3.05E+13,34040142000,Manager,62081508538,Product Manager,1/31/2019 22:25,2/15/2019 16:31
76017889504,5.52E+15,6480661707,Security,49094003833,CFO,11/20/2013 6:04,11/14/2016 15:38
69109930004,3.56E+15,94330551001,Security,68082003900,Administrative Assistant,11/6/2018 12:02,7/4/2017 9:01
70408440001,3.53E+15,48561399607,Director,56058309903,Senior Manager,8/31/2004 1:07,4/28/2018 9:18
80609107807,4.84E+15,43052090004,Operations,8029609727,Product Manager,5/7/2007 4:35,8/8/2016 10:58
47527266906,5.00E+15,7002368201,Production,96025108572,CFO,2/19/2012 22:24,3/5/2019 23:47
88770529808,4.64E+12,51397041700,Operations,30022006852,CTO,10/17/2013 18:52,2/14/2020 11:42
87820586001,3.58E+15,67709537900,Director,64097507512,Executive Assistant,6/21/2004 23:59,7/13/2019 4:27
29847677103,3.55E+15,38911324303,Operations,99035600416,Product Manager,6/6/2002 11:37,11/8/2017 12:19
73631541505,5.61E+15,10964556303,Director,34071408198,Product Manager,9/6/2009 9:52,11/19/2017 18:03
1103024600,3.05E+13,23375582301,Executive,80088803612,Human Resource Manager,4/16/2018 7:59,4/24/2020 12:23
58390308005,3.56E+15,55910003800,Manager,90094908746,CTO,7/3/2004 19:11,3/25/2017 8:30
7573049007,5.60E+15,20388987508,Executive,40090707041,Sales Executive,3/1/2018 17:07,9/13/2020 5:07
83308408509,3.56E+15,64018397607,Operations,81087901405,Finance Manager,2/2/2002 3:46,7/15/2018 15:34
80616041302,5.60E+15,27598097801,Manager,24031501750,Accountant,8/16/2005 2:04,8/10/2020 2:22
3567758306,6.76E+17,24032079206,Executive,68002707960,Administrative Assistant,5/12/2014 1:41,4/7/2017 6:00
61833803609,3.53E+15,88479734409,Operations,7073409731,CFO,9/12/2008 16:22,5/27/2019 13:54
40189840006,6.39E+15,55492801607,Executive,19021308958,Finance Manager,1/29/2012 1:15,7/16/2017 3:45
75379662507,5.13E+15,4689602306,Security,73095509293,President,10/29/2017 14:52,6/13/2016 11:11
58991388900,6.40E+15,47766302605,Director,72013609457,Vice-President,2/1/2008 2:56,4/29/2017 12:23
76561173304,5.01E+15,55390348702,Manager,74065009035,Vice-President,12/15/2008 15:05,10/11/2020 5:11
79239413109,3.58E+15,2992933305,Field Work,99208688,Executive Assistant,10/17/2012 0:24,4/28/2019 4:14
71254037403,5.52E+15,3242887806,Founder,74061807611,Executive Assistant,5/2/2010 10:05,9/1/2017 16:58
8619557507,3.56E+15,36356546505,Field Work,6039301416,CFO,5/15/2014 18:26,10/5/2019 16:55
46905127404,3.74E+14,87094204905,Founder,59002304413,Senior Manager,6/2/2008 15:21,7/25/2017 1:22
27987202006,3.59E+15,97974598405,Production,93084004408,Vice-President,8/28/2004 15:57,2/11/2019 3:13
33035809306,5.48E+15,94779820901,Operations,15097707234,Human Resource Manager,9/21/2004 21:15,5/27/2020 18:40
47278403008,5.02E+16,49622546903,Founder,56096801241,Finance Manager,3/19/2011 21:56,11/25/2020 17:24
98890597907,5.45E+15,63579122908,Executive,72064302197,Accountant,9/15/2009 23:11,5/4/2019 0:31
4765151801,3.56E+15,32208619101,Production,99049309943,Executive Assistant,5/20/2016 15:14,7/26/2018 7:33
50581964500,5.01E+15,41598668400,Executive,56050601800,CEO,3/22/2009 15:09,11/13/2017 6:14
17881017802,3.57E+15,82420843501,Manager,93066104379,CEO,2/14/2019 18:34,4/26/2017 4:24
90369568406,4.94E+18,32413544802,Manager,56009235,Senior Manager,11/13/2010 16:42,4/24/2020 9:32
77960356509,3.54E+15,2870882501,Security,89057901946,CTO,6/21/2014 19:40,4/16/2019 9:46
38056872006,3.55E+15,14507427108,Founder,81000005658,CTO,6/28/2003 13:12,6/28/2018 1:14
9212956304,3.56E+15,19597151600,Security,9088404205,Product Manager,1/4/2013 1:00,1/27/2020 22:42
84787874906,6.33E+15,78441783906,Founder,40053103122,Product Manager,2/16/2006 20:11,7/23/2016 22:43
15141853206,2.02E+14,19872002205,Security,42073604041,Human Resource Manager,12/23/2018 8:49,8/22/2017 6:48
64820376900,4.04E+12,77254213403,Executive,69077505750,CTO,11/22/2000 6:15,5/26/2018 2:08
17725661502,3.54E+15,51543936501,Production,81065701476,CFO,2/25/2004 21:47,6/8/2018 12:20
96780658600,3.53E+15,13335002700,Operations,89038009107,Human Resource Manager,8/22/2013 23:31,2/11/2020 4:28
3871173304,5.20E+15,69669243609,Founder,11045103124,Accountant,4/9/2001 0:31,2/3/2020 10:34
48537811700,3.74E+14,56074045807,Founder,80013105261,Vice-President,10/9/2013 13:07,5/24/2020 16:21
99210625104,3.57E+15,28756828605,Executive,81059409348,Senior Manager,7/23/2014 22:46,12/18/2020 21:23
95665766107,6.30E+18,32609954309,Executive,75092406492,Accountant,2/11/2011 19:06,9/25/2018 20:03
89510722900,3.03E+13,89736420801,Manager,45092000681,CEO,3/25/2008 1:25,3/20/2017 18:02
14640003600,5.49E+15,28180520205,Manager,47096801123,Human Resource Manager,2/21/2006 15:12,6/5/2018 21:41
14973334203,3.54E+15,37294185800,Operations,78052503166,CFO,1/31/2000 0:16,2/6/2020 22:50
21240139908,3.56E+15,85149174102,Executive,18028909458,CTO,12/5/2011 6:01,7/23/2018 13:31
48111838904,3.54E+15,22657019701,Operations,46015404725,Product Manager,7/23/2014 9:54,5/1/2016 22:41
318510405,3.53E+15,20212060205,Manager,47049600937,Administrative Assistant,10/29/2017 21:37,7/22/2018 18:46
41221037504,3.53E+15,64317976701,Manager,34000501641,CTO,9/17/2019 16:12,7/2/2017 12:54
45460763004,5.10E+15,80318307003,Founder,30084107516,CFO,4/28/2011 4:49,7/10/2016 3:38
62056299205,3.56E+15,11018115404,Founder,8074303747,Sales Executive,9/30/2002 2:01,9/8/2016 12:32
67807933700,6.40E+15,38092759909,Founder,98013904665,President,10/30/2015 7:43,12/18/2017 2:51
35826239200,5.60E+15,5976148409,Operations,22079305641,President,3/21/2002 11:59,2/11/2018 16:14
4469783700,6.76E+15,88566839700,Field Work,63004006963,Vice-President,10/26/2004 16:26,7/6/2016 10:38
46925278700,5.54E+15,56291461202,Executive,60048007728,Finance Manager,3/17/2009 20:20,8/27/2020 23:21
54398196409,2.02E+14,41958598705,Executive,80020602365,Vice-President,6/14/2007 17:04,10/17/2018 12:20
71740743204,3.58E+15,10919803605,Manager,89057008571,Sales Executive,10/18/2017 23:47,7/19/2020 11:06
34488274100,3.55E+15,33575479700,Security,85072107036,CTO,10/11/2006 10:06,11/26/2018 16:47
37283765606,5.60E+15,9371509302,Executive,47030603109,Product Manager,7/21/2008 19:26,5/26/2016 18:55
58604508500,3.56E+15,89245365509,Production,70031607005,Executive Assistant,9/24/2013 18:59,6/30/2019 23:25
11526234000,3.57E+15,37124547509,Manager,8053504895,Sales Executive,11/13/2008 15:59,5/14/2017 6:35
68544477200,3.57E+15,54741840108,Operations,64064202788,Finance Manager,8/4/2002 17:29,1/15/2019 5:56
55686079900,5.04E+17,49382618505,Director,19010207884,Executive Assistant,9/9/2013 22:30,4/9/2018 15:00
47454934404,6.76E+18,58858657600,Manager,33020300281,Marketing Manager,10/16/2010 14:53,7/26/2018 10:38
453835503,5.60E+16,88657012903,Executive,31091909801,Product Manager,12/30/2014 12:43,4/26/2019 7:43
7163532209,3.55E+15,28457994602,Field Work,37051604587,CFO,1/30/2019 3:24,9/19/2020 22:31
73967277007,6.37E+15,75261543601,Security,15061801394,President,12/4/2010 3:32,11/27/2016 23:46
2329857508,5.61E+15,54048276601,Executive,11049103900,CFO,4/20/2017 7:14,11/15/2016 20:19
70440016002,6.33E+18,78231428103,Operations,17006905030,Vice-President,1/8/2010 8:27,6/5/2020 0:06
12780321304,2.02E+14,79418749700,Operations,89005300386,Product Manager,4/15/2005 12:56,11/30/2016 22:58
64081417104,5.61E+15,42650315502,Founder,73030803694,President,4/19/2018 16:12,6/24/2017 19:33
40052772804,3.57E+15,20405467802,Production,77028503054,President,4/18/2012 19:42,7/4/2019 11:06
16799591105,4.94E+18,79122691500,Manager,57092309345,Senior Manager,4/29/2016 18:33,1/8/2017 9:30
